,订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,年份,月份,商品大类,商品小类
14457,D30584,2019-07-10,S12256,东区,浙江,金华市,X022,1554,158.0,245532.0,2019,7,护肤品,眼霜
14458,D31394,2019-09-14,S15863,北区,辽宁,大连市,X005,650,185.0,120250.0,2019,9,护肤品,面膜
14459,D22243,2019-05-15,S17864,东区,浙江,温州市,X034,741,182.0,134862.0,2019,5,护肤品,面霜
14460,D30681,2019-07-03,S18979,东区,浙江,宁波市,X002,1355,141.0,191055.0,2019,7,护肤品,面膜
14461,D23277,2019-06-22,S13643,南区,福建,南平市,X056,247,233.0,57551.0,2019,6,护肤品,爽肤水
14462,D33165,2019-08-01,S22350,南区,福建,泉州市,X056,813,233.0,189429.0,2019,8,护肤品,爽肤水
14463,D22107,2019-06-24,S14838,东区,上海,上海市,X048,625,61.0,38125.0,2019,6,护肤品,爽肤水
14464,D28771,2019-03-06,S16071,南区,湖南,郴州市,X046,864,241.0,208224.0,2019,3,护肤品,洁面乳
14465,D22734,2019-02-23,S12453,南区,广东,广州市,X089,1282,104.0,133328.0,2019,2,彩妆,粉底
14466,D31595,2019-03-25,S16184,南区,广西,北海市,X077,1481,247.0,365807.0,2019,3,彩妆,口红
14467,D21537,2019-03-20,S10468,东区,浙江,嘉兴市,X019,1082,210.0,227220.0,2019,3,护肤品,眼霜
14468,D33713,2019-02-12,S21036,西区,云南,昭通市,X080,1302,72.0,93744.0,2019,2,彩妆,口红
14469,D26414,2019-05-14,S11385,西区,宁夏,石嘴山市,X030,1033,237.0,244821.0,2019,5,护肤品,面霜
14470,D22700,2019-06-08,S12763,东区,湖北,襄阳市,X089,209,104.0,21736.0,2019,6,彩妆,粉底
14471,D23987,2019-05-23,S14258,东区,安徽,蚌埠市,X054,707,83.0,58681.0,2019,5,护肤品,爽肤水
14472,D25290,2019-09-11,S18003,南区,福建,泉州市,X013,1128,164.0,184992.0,2019,9,护肤品,面膜
14473,D25737,2019-08-18,S16310,东区,安徽,宿州市,X022,689,158.0,108862.0,2019,8,护肤品,眼霜
14474,D23556,2019-04-07,S16243,北区,天津,天津市,X045,89,205.0,18245.0,2019,4,护肤品,洁面乳
14475,D28006,2019-05-08,S22793,南区,广东,深圳市,X014,348,86.0,29928.0,2019,5,护肤品,面膜
14476,D22041,2019-08-19,S10136,南区,广东,东莞市,X010,1569,58.0,91002.0,2019,8,护肤品,面膜
14477,D34256,2019-08-16,S19309,南区,广东,深圳市,X047,322,192.0,61824.0,2019,8,护肤品,爽肤水
14478,D26968,2019-02-28,S14069,北区,河北,邯郸市,X024,1379,235.0,324065.0,2019,2,护肤品,眼霜
14479,D33371,2019-03-24,S10451,东区,江苏,泰州市,X068,1001,225.0,225225.0,2019,3,护肤品,防晒霜
14480,D23702,2019-02-25,S21325,西区,云南,昆明市,X065,1646,140.0,230440.0,2019,2,护肤品,隔离霜
14481,D24732,2019-03-25,S12385,南区,广东,广州市,X004,752,211.0,158672.0,2019,3,护肤品,面膜
14482,D24514,2019-07-22,S13020,南区,湖南,岳阳市,X106,1412,224.0,316288.0,2019,7,彩妆,睫毛膏
14483,D26332,2019-08-05,S15071,西区,四川,眉山市,X036,1311,99.0,129789.0,2019,8,护肤品,面霜
14484,D22200,2019-01-05,S12110,南区,广东,东莞市,X020,359,100.0,35900.0,2019,1,护肤品,眼霜
14485,D31594,2019-08-01,S10001,南区,广东,东莞市,X001,1511,121.0,182831.0,2019,8,护肤品,面膜
14486,D28192,2019-03-25,S17575,东区,上海,上海市,X026,731,101.0,73831.0,2019,3,护肤品,面霜
14487,D29588,2019-06-26,S20522,东区,上海,上海市,X069,1651,251.0,414401.0,2019,6,护肤品,防晒霜
14488,D28638,2019-01-14,S12463,北区,天津,天津市,X059,1292,56.0,72352.0,2019,1,护肤品,隔离霜
14489,D21782,2019-01-15,S17072,东区,江苏,苏州市,X080,23,72.0,1656.0,2019,1,彩妆,口红
14490,D22088,2019-09-07,S19657,北区,河北,邯郸市,X040,633,142.0,89886.0,2019,9,护肤品,面霜
14491,D33648,2019-01-08,S11411,东区,江苏,苏州市,X025,1683,102.0,171666.0,2019,1,护肤品,眼霜
14492,D31382,2019-09-04,S20442,南区,广东,江门市,X018,1655,212.0,350860.0,2019,9,护肤品,眼霜
14493,D23081,2019-09-11,S20837,南区,福建,泉州市,X050,1052,143.0,150436.0,2019,9,护肤品,爽肤水
14494,D24608,2019-03-21,S19395,东区,江苏,苏州市,X043,931,186.0,173166.0,2019,3,护肤品,洁面乳
14495,D25199,2019-04-13,S19956,东区,浙江,绍兴市,X027,1601,164.0,262564.0,2019,4,护肤品,面霜
14496,D26128,2019-07-16,S18190,南区,湖南,岳阳市,X009,776,92.0,71392.0,2019,7,护肤品,面膜
14497,D27897,2019-02-10,S21325,西区,云南,昆明市,X080,927,72.0,66744.0,2019,2,彩妆,口红
14498,D23297,2019-06-03,S10325,南区,福建,福州市,X027,821,164.0,134644.0,2019,6,护肤品,面霜
14499,D30981,2019-06-23,S10865,北区,内蒙古,呼和浩特市,X022,1163,158.0,183754.0,2019,6,护肤品,眼霜
14500,D21335,2019-08-06,S22401,西区,贵州,遵义市,X037,1104,195.0,215280.0,2019,8,护肤品,面霜
14501,D21593,2019-07-17,S12418,东区,江苏,苏州市,X059,1927,56.0,107912.0,2019,7,护肤品,隔离霜
14502,D21930,2019-03-09,S18899,西区,贵州,遵义市,X029,1951,154.0,300454.0,2019,3,护肤品,面霜
14503,D21636,2019-06-19,S10462,西区,新疆,新疆省直辖,X075,777,126.0,97902.0,2019,6,护肤品,防晒霜
14504,D32324,2019-07-28,S13244,东区,安徽,黄山市,X036,626,99.0,61974.0,2019,7,护肤品,面霜
14505,D29833,2019-06-29,S19605,北区,山西,大同市,X022,1455,158.0,229890.0,2019,6,护肤品,眼霜
14506,D30233,2019-09-06,S14278,南区,福建,厦门市,X034,635,182.0,115570.0,2019,9,护肤品,面霜
14507,D31982,2019-09-30,S20644,东区,江苏,苏州市,X054,934,83.0,77522.0,2019,9,护肤品,爽肤水
14508,D23809,2019-04-20,S18710,西区,贵州,安顺市,X086,922,92.0,84824.0,2019,4,彩妆,口红
14509,D27431,2019-07-30,S21315,东区,上海,上海市,X077,1004,247.0,247988.0,2019,7,彩妆,口红
14510,D22248,2019-05-19,S18702,南区,广东,珠海市,X070,512,242.0,123904.0,2019,5,护肤品,防晒霜
14511,D24744,2019-01-13,S16365,南区,广东,湛江市,X065,1470,140.0,205800.0,2019,1,护肤品,隔离霜
14512,D23787,2019-01-19,S20176,南区,江西,萍乡市,X069,634,251.0,159134.0,2019,1,护肤品,防晒霜
14513,D31513,2019-07-01,S22289,北区,河北,唐山市,X047,1140,192.0,218880.0,2019,7,护肤品,爽肤水
14514,D27115,2019-03-04,S17133,东区,江苏,宿迁市,X046,509,241.0,122669.0,2019,3,护肤品,洁面乳
14515,D32172,2019-05-05,S19657,北区,河北,邯郸市,X044,815,174.0,141810.0,2019,5,护肤品,洁面乳
14516,D27050,2019-05-01,S14544,东区,浙江,杭州市,X071,347,253.0,87791.0,2019,5,护肤品,防晒霜
14517,D23980,2019-05-06,S18388,东区,江苏,南京市,X005,1169,185.0,216265.0,2019,5,护肤品,面膜
14518,D33289,2019-08-16,S20022,东区,浙江,温州市,X071,1003,253.0,253759.0,2019,8,护肤品,防晒霜
14519,D27648,2019-08-31,S21120,南区,广东,深圳市,X024,192,235.0,45120.0,2019,8,护肤品,眼霜
14520,D31139,2019-06-02,S11957,北区,山西,忻州市,X015,895,151.0,135145.0,2019,6,护肤品,面膜
14521,D31212,2019-09-22,S10419,南区,广东,佛山市,X017,1818,213.0,387234.0,2019,9,护肤品,眼霜
14522,D23143,2019-09-03,S17675,东区,江苏,苏州市,X084,330,222.0,73260.0,2019,9,彩妆,口红
14523,D29431,2019-04-24,S22925,南区,广西,南宁市,X067,404,212.0,85648.0,2019,4,护肤品,隔离霜
14524,D28334,2019-03-11,S15732,南区,广西,贺州市,X003,200,168.0,33600.0,2019,3,护肤品,面膜
14525,D32274,2019-05-14,S15863,北区,辽宁,大连市,X046,697,241.0,167977.0,2019,5,护肤品,洁面乳
14526,D22827,2019-08-18,S15865,东区,湖北,孝感市,X010,932,58.0,54056.0,2019,8,护肤品,面膜
14527,D21606,2019-07-27,S21531,东区,安徽,合肥市,X045,721,205.0,147805.0,2019,7,护肤品,洁面乳
14528,D32759,2019-07-05,S17243,东区,江苏,淮安市,X036,69,99.0,6831.0,2019,7,护肤品,面霜
14529,D22363,2019-02-17,S23249,北区,山东,烟台市,X025,1148,102.0,117096.0,2019,2,护肤品,眼霜
14530,D21602,2019-04-03,S20274,西区,云南,丽江市,X038,1288,102.0,131376.0,2019,4,护肤品,面霜
14531,D26430,2019-02-13,S11101,北区,山西,忻州市,X013,986,164.0,161704.0,2019,2,护肤品,面膜
14532,D25044,2019-02-18,S22289,北区,河北,唐山市,X044,1191,174.0,207234.0,2019,2,护肤品,洁面乳
14533,D24532,2019-05-20,S22963,东区,湖北,孝感市,X068,1311,225.0,294975.0,2019,5,护肤品,防晒霜
14534,D23687,2019-06-29,S12848,西区,云南,昆明市,X104,793,185.0,146705.0,2019,6,彩妆,睫毛膏
14535,D21931,2019-08-20,S10865,北区,内蒙古,呼和浩特市,X007,471,213.0,100323.0,2019,8,护肤品,面膜
14536,D26068,2019-03-21,S17229,北区,山西,大同市,X035,909,76.0,69084.0,2019,3,护肤品,面霜
14537,D22838,2019-01-10,S22793,南区,广东,深圳市,X035,1366,76.0,103816.0,2019,1,护肤品,面霜
14538,D30332,2019-06-04,S20797,北区,河北,廊坊市,X059,1510,56.0,84560.0,2019,6,护肤品,隔离霜
14539,D21800,2019-08-16,S17272,东区,江苏,扬州市,X076,967,115.0,111205.0,2019,8,护肤品,防晒霜
14540,D27262,2019-03-24,S10419,南区,广东,佛山市,X040,862,142.0,122404.0,2019,3,护肤品,面霜
14541,D32694,2019-08-20,S20405,北区,山东,青岛市,X023,255,235.0,59925.0,2019,8,护肤品,眼霜
14542,D22202,2019-06-23,S11104,北区,辽宁,抚顺市,X045,1031,205.0,211355.0,2019,6,护肤品,洁面乳
14543,D23996,2019-04-21,S14783,东区,江苏,苏州市,X077,1218,247.0,300846.0,2019,4,彩妆,口红
14544,D33885,2019-07-28,S12599,南区,广东,惠州市,X059,1160,56.0,64960.0,2019,7,护肤品,隔离霜
14545,D24833,2019-06-22,S10223,西区,四川,攀枝花市,X007,1370,213.0,291810.0,2019,6,护肤品,面膜
14546,D32821,2019-06-16,S19023,北区,河北,石家庄市,X055,999,222.0,221778.0,2019,6,护肤品,爽肤水
14547,D29595,2019-08-28,S12446,东区,江苏,南通市,X020,666,100.0,66600.0,2019,8,护肤品,眼霜
14548,D21617,2019-04-30,S15639,北区,山东,枣庄市,X011,1623,226.0,366798.0,2019,4,护肤品,面膜
14549,D30561,2019-06-08,S16507,东区,江苏,无锡市,X001,1276,121.0,154396.0,2019,6,护肤品,面膜
14550,D31767,2019-07-31,S15332,东区,江苏,苏州市,X059,1747,56.0,97832.0,2019,7,护肤品,隔离霜
14551,D22796,2019-02-01,S22155,西区,云南,德宏傣族景颇族自治州,X077,505,247.0,124735.0,2019,2,彩妆,口红
14552,D21588,2019-08-26,S20405,北区,山东,青岛市,X058,1162,239.0,277718.0,2019,8,护肤品,爽肤水
14553,D30380,2019-03-23,S17015,南区,广东,东莞市,X051,809,203.0,164227.0,2019,3,护肤品,爽肤水
14554,D28995,2019-09-09,S15549,东区,江苏,苏州市,X005,1408,185.0,260480.0,2019,9,护肤品,面膜
14555,D22563,2019-03-27,S21701,南区,广西,百色市,X059,312,56.0,17472.0,2019,3,护肤品,隔离霜
14556,D30773,2019-09-27,S12719,南区,广东,广州市,X022,1060,158.0,167480.0,2019,9,护肤品,眼霜
14557,D27547,2019-02-04,S17471,北区,吉林,长春市,X002,491,141.0,69231.0,2019,2,护肤品,面膜
14558,D25132,2019-01-16,S11812,北区,天津,天津市,X070,2085,242.0,504570.0,2019,1,护肤品,防晒霜
14559,D26266,2019-07-13,S16440,西区,宁夏,银川市,X054,1114,83.0,92462.0,2019,7,护肤品,爽肤水
14560,D24625,2019-08-04,S22256,南区,广西,北海市,X079,760,128.0,97280.0,2019,8,彩妆,口红
14561,D21419,2019-02-11,S19139,北区,河南,驻马店市,X025,1227,102.0,125154.0,2019,2,护肤品,眼霜
14562,D29374,2019-05-20,S22515,南区,福建,泉州市,X024,997,235.0,234295.0,2019,5,护肤品,眼霜
14563,D28029,2019-06-16,S13266,东区,安徽,蚌埠市,X015,2097,151.0,316647.0,2019,6,护肤品,面膜
14564,D21133,2019-04-01,S16669,东区,上海,上海市,X072,1308,62.0,81096.0,2019,4,护肤品,防晒霜
14565,D25029,2019-08-04,S12763,东区,湖北,襄阳市,X089,2149,104.0,223496.0,2019,8,彩妆,粉底
14566,D26607,2019-03-09,S14321,南区,广东,珠海市,X062,746,239.0,178294.0,2019,3,护肤品,隔离霜
14567,D27801,2019-03-01,S13871,南区,湖南,邵阳市,X001,1414,121.0,171094.0,2019,3,护肤品,面膜
14568,D24312,2019-01-24,S10359,北区,山东,济南市,X108,831,223.0,185313.0,2019,1,彩妆,睫毛膏
14569,D23620,2019-09-07,S13802,东区,江苏,盐城市,X062,1432,239.0,342248.0,2019,9,护肤品,隔离霜
14570,D31168,2019-01-06,S17812,北区,山西,长治市,X008,1610,119.0,191590.0,2019,1,护肤品,面膜
14571,D26062,2019-02-25,S16465,南区,福建,泉州市,X002,1207,141.0,170187.0,2019,2,护肤品,面膜
14572,D23112,2019-07-18,S21325,西区,云南,昆明市,X025,1255,102.0,128010.0,2019,7,护肤品,眼霜
14573,D24061,2019-08-04,S14911,东区,江苏,泰州市,X019,579,210.0,121590.0,2019,8,护肤品,眼霜
14574,D30417,2019-04-08,S21595,西区,四川,自贡市,X020,1884,100.0,188400.0,2019,4,护肤品,眼霜
14575,D21838,2019-05-08,S10141,东区,江苏,苏州市,X085,799,233.0,186167.0,2019,5,彩妆,口红
14576,D22956,2019-08-27,S15265,东区,江苏,苏州市,X036,348,99.0,34452.0,2019,8,护肤品,面霜
14577,D21799,2019-03-20,S20935,东区,江苏,宿迁市,X021,323,59.0,19057.0,2019,3,护肤品,眼霜
14578,D30873,2019-07-26,S19851,西区,四川,自贡市,X085,896,233.0,208768.0,2019,7,彩妆,口红
14579,D34356,2019-06-13,S18224,南区,广东,深圳市,X047,1411,192.0,270912.0,2019,6,护肤品,爽肤水
14580,D25434,2019-01-11,S16184,南区,广西,北海市,X036,1184,99.0,117216.0,2019,1,护肤品,面霜
14581,D24787,2019-02-28,S16330,南区,广西,梧州市,X025,1335,102.0,136170.0,2019,2,护肤品,眼霜
14582,D26009,2019-03-10,S17559,南区,广东,深圳市,X059,1182,56.0,66192.0,2019,3,护肤品,隔离霜
14583,D23069,2019-04-20,S18400,北区,吉林,吉林市,X015,905,151.0,136655.0,2019,4,护肤品,面膜
14584,D32131,2019-08-16,S11472,东区,安徽,六安市,X049,1524,226.0,344424.0,2019,8,护肤品,爽肤水
14585,D27446,2019-05-22,S16488,西区,重庆,重庆市,X071,157,253.0,39721.0,2019,5,护肤品,防晒霜
14586,D30197,2019-08-21,S16130,东区,江苏,南通市,X065,996,140.0,139440.0,2019,8,护肤品,隔离霜
14587,D21102,2019-05-20,S14339,东区,江苏,南京市,X078,1051,116.0,121916.0,2019,5,彩妆,口红
14588,D24854,2019-03-29,S20654,南区,广西,梧州市,X088,739,125.0,92375.0,2019,3,彩妆,粉底
14589,D27138,2019-09-30,S21250,北区,北京,北京市,X025,852,102.0,86904.0,2019,9,护肤品,眼霜
14590,D25181,2019-09-05,S14250,东区,江苏,无锡市,X029,1694,154.0,260876.0,2019,9,护肤品,面霜
14591,D25750,2019-04-18,S20281,西区,云南,临沧市,X023,1329,235.0,312315.0,2019,4,护肤品,眼霜
14592,D24632,2019-03-04,S22035,北区,山东,临沂市,X067,1997,212.0,423364.0,2019,3,护肤品,隔离霜
14593,D28939,2019-03-23,S14926,北区,辽宁,大连市,X069,1446,251.0,362946.0,2019,3,护肤品,防晒霜
14594,D27411,2019-05-25,S20433,南区,海南,海南省直辖,X011,1201,226.0,271426.0,2019,5,护肤品,面膜
14595,D32942,2019-05-08,S11671,北区,吉林,长春市,X044,1206,174.0,209844.0,2019,5,护肤品,洁面乳
14596,D30180,2019-02-05,S11080,北区,黑龙江,鸡西市,X037,289,195.0,56355.0,2019,2,护肤品,面霜
14597,D30112,2019-05-16,S19123,北区,山东,日照市,X004,1794,211.0,378534.0,2019,5,护肤品,面膜
14598,D29031,2019-07-18,S12993,西区,重庆,重庆市,X085,1122,233.0,261426.0,2019,7,彩妆,口红
14599,D24415,2019-08-02,S14319,北区,山东,临沂市,X001,1299,121.0,157179.0,2019,8,护肤品,面膜
14600,D22889,2019-05-27,S22258,西区,四川,乐山市,X055,324,222.0,71928.0,2019,5,护肤品,爽肤水
14601,D23565,2019-08-22,S14115,东区,浙江,湖州市,X010,380,58.0,22040.0,2019,8,护肤品,面膜
14602,D24917,2019-07-12,S12599,南区,广东,惠州市,X023,1034,235.0,242990.0,2019,7,护肤品,眼霜
14603,D27194,2019-07-07,S20497,南区,福建,泉州市,X011,1609,226.0,363634.0,2019,7,护肤品,面膜
14604,D21510,2019-05-31,S18400,北区,吉林,吉林市,X027,1318,164.0,216152.0,2019,5,护肤品,面霜
14605,D28648,2019-06-24,S21976,东区,湖北,襄阳市,X007,502,213.0,106926.0,2019,6,护肤品,面膜
14606,D32443,2019-08-07,S12471,东区,安徽,合肥市,X027,1179,164.0,193356.0,2019,8,护肤品,面霜
14607,D25128,2019-01-19,S11674,东区,江苏,扬州市,X104,1310,185.0,242350.0,2019,1,彩妆,睫毛膏
14608,D26194,2019-05-20,S22258,西区,四川,乐山市,X021,534,59.0,31506.0,2019,5,护肤品,眼霜
14609,D31912,2019-07-30,S22032,东区,江苏,苏州市,X011,1392,226.0,314592.0,2019,7,护肤品,面膜
14610,D32009,2019-09-15,S22090,北区,山东,潍坊市,X046,607,241.0,146287.0,2019,9,护肤品,洁面乳
14611,D22437,2019-07-23,S15187,北区,北京,北京市,X107,177,182.0,32214.0,2019,7,彩妆,睫毛膏
14612,D22838,2019-01-10,S22793,南区,广东,深圳市,X038,561,102.0,57222.0,2019,1,护肤品,面霜
14613,D31365,2019-03-13,S15071,西区,四川,眉山市,X027,843,164.0,138252.0,2019,3,护肤品,面霜
14614,D28091,2019-06-04,S16703,东区,湖北,鄂州市,X003,366,168.0,61488.0,2019,6,护肤品,面膜
14615,D27574,2019-06-03,S20464,西区,四川,南充市,X077,1678,247.0,414466.0,2019,6,彩妆,口红
14616,D27810,2019-05-08,S10409,北区,天津,天津市,X091,53,214.0,11342.0,2019,5,彩妆,粉底
14617,D31291,2019-08-19,S17070,东区,安徽,宿州市,X005,802,185.0,148370.0,2019,8,护肤品,面膜
14618,D23696,2019-07-24,S21024,南区,湖南,邵阳市,X046,1045,241.0,251845.0,2019,7,护肤品,洁面乳
14619,D22130,2019-07-22,S14898,北区,山东,烟台市,X035,1573,76.0,119548.0,2019,7,护肤品,面霜
14620,D32613,2019-07-03,S12814,南区,广东,梅州市,X040,2197,142.0,311974.0,2019,7,护肤品,面霜
14621,D23288,2019-05-19,S15116,南区,广东,清远市,X044,1345,174.0,234030.0,2019,5,护肤品,洁面乳
14622,D26093,2019-06-19,S17175,东区,江苏,南京市,X016,1133,99.0,112167.0,2019,6,护肤品,面膜
14623,D22984,2019-03-31,S16237,西区,云南,大理白族自治州,X021,409,59.0,24131.0,2019,3,护肤品,眼霜
14624,D24030,2019-01-07,S18003,南区,福建,泉州市,X051,973,203.0,197519.0,2019,1,护肤品,爽肤水
14625,D27742,2019-05-07,S14231,北区,辽宁,大连市,X027,453,164.0,74292.0,2019,5,护肤品,面霜
14626,D21893,2019-07-28,S12871,东区,安徽,安庆市,X048,1910,61.0,116510.0,2019,7,护肤品,爽肤水
14627,D28324,2019-02-02,S16806,南区,江西,景德镇市,X075,590,126.0,74340.0,2019,2,护肤品,防晒霜
14628,D28505,2019-02-19,S15175,南区,江西,吉安市,X035,808,76.0,61408.0,2019,2,护肤品,面霜
14629,D31090,2019-04-16,S14339,东区,江苏,南京市,X065,373,140.0,52220.0,2019,4,护肤品,隔离霜
14630,D23163,2019-06-15,S12026,北区,河南,郑州市,X034,153,182.0,27846.0,2019,6,护肤品,面霜
14631,D24000,2019-04-29,S23249,北区,山东,烟台市,X009,189,92.0,17388.0,2019,4,护肤品,面膜
14632,D26816,2019-05-10,S22442,东区,江苏,南通市,X065,1797,140.0,251580.0,2019,5,护肤品,隔离霜
14633,D32835,2019-06-11,S21358,东区,浙江,杭州市,X077,776,247.0,191672.0,2019,6,彩妆,口红
14634,D22631,2019-08-25,S17021,东区,上海,上海市,X003,879,168.0,147672.0,2019,8,护肤品,面膜
14635,D26661,2019-01-04,S15105,东区,江苏,泰州市,X066,1690,113.0,190970.0,2019,1,护肤品,隔离霜
14636,D33889,2019-03-09,S11971,东区,江苏,常州市,X108,389,223.0,86747.0,2019,3,彩妆,睫毛膏
14637,D27338,2019-07-21,S21595,西区,四川,自贡市,X018,578,212.0,122536.0,2019,7,护肤品,眼霜
14638,D22878,2019-09-01,S22391,东区,浙江,台州市,X054,84,83.0,6972.0,2019,9,护肤品,爽肤水
14639,D24091,2019-02-18,S18978,东区,浙江,杭州市,X015,897,151.0,135447.0,2019,2,护肤品,面膜
14640,D21450,2019-06-10,S18131,东区,浙江,绍兴市,X019,1223,210.0,256830.0,2019,6,护肤品,眼霜
14641,D21783,2019-03-07,S20185,北区,黑龙江,佳木斯市,X027,797,164.0,130708.0,2019,3,护肤品,面霜
14642,D31282,2019-06-02,S13287,西区,重庆,重庆市,X029,20,154.0,3080.0,2019,6,护肤品,面霜
14643,D30044,2019-04-12,S19316,西区,甘肃,武威市,X023,1051,235.0,246985.0,2019,4,护肤品,眼霜
14644,D32095,2019-06-23,S10671,北区,河北,廊坊市,X071,838,253.0,212014.0,2019,6,护肤品,防晒霜
14645,D30697,2019-08-27,S15879,东区,浙江,杭州市,X014,1294,86.0,111284.0,2019,8,护肤品,面膜
14646,D25433,2019-07-08,S10253,南区,广东,广州市,X052,909,102.0,92718.0,2019,7,护肤品,爽肤水
14647,D24535,2019-09-16,S19718,西区,陕西,咸阳市,X021,918,59.0,54162.0,2019,9,护肤品,眼霜
14648,D23159,2019-09-10,S19956,东区,浙江,绍兴市,X062,1862,239.0,445018.0,2019,9,护肤品,隔离霜
14649,D27719,2019-04-12,S16843,东区,湖北,黄冈市,X091,583,214.0,124762.0,2019,4,彩妆,粉底
14650,D27097,2019-04-10,S14068,北区,内蒙古,呼和浩特市,X019,836,210.0,175560.0,2019,4,护肤品,眼霜
14651,D28304,2019-04-24,S11871,西区,云南,昆明市,X067,344,212.0,72928.0,2019,4,护肤品,隔离霜
14652,D33072,2019-08-16,S20405,北区,山东,青岛市,X088,1029,125.0,128625.0,2019,8,彩妆,粉底
14653,D27536,2019-02-05,S13578,东区,上海,上海市,X057,283,245.0,69335.0,2019,2,护肤品,爽肤水
14654,D26512,2019-08-06,S18720,西区,贵州,贵阳市,X025,836,102.0,85272.0,2019,8,护肤品,眼霜
14655,D31001,2019-06-06,S15411,西区,重庆,重庆市,X057,511,245.0,125195.0,2019,6,护肤品,爽肤水
14656,D25468,2019-05-04,S14776,南区,广西,南宁市,X034,701,182.0,127582.0,2019,5,护肤品,面霜
14657,D24981,2019-03-02,S22259,西区,贵州,铜仁市,X059,626,56.0,35056.0,2019,3,护肤品,隔离霜
14658,D26500,2019-06-18,S17092,南区,广东,深圳市,X078,949,116.0,110084.0,2019,6,彩妆,口红
14659,D25301,2019-04-16,S17197,东区,湖北,十堰市,X023,1094,235.0,257090.0,2019,4,护肤品,眼霜
14660,D28317,2019-08-18,S19485,北区,山东,威海市,X070,1353,242.0,327426.0,2019,8,护肤品,防晒霜
14661,D28106,2019-01-16,S11908,东区,江苏,无锡市,X047,1570,192.0,301440.0,2019,1,护肤品,爽肤水
14662,D34181,2019-01-15,S22679,北区,天津,天津市,X095,692,107.0,74044.0,2019,1,彩妆,眼影
14663,D24030,2019-01-07,S18003,南区,福建,泉州市,X095,513,107.0,54891.0,2019,1,彩妆,眼影
14664,D25916,2019-04-08,S10859,东区,江苏,南通市,X050,2039,143.0,291577.0,2019,4,护肤品,爽肤水
14665,D33418,2019-08-26,S20198,南区,江西,抚州市,X067,1402,212.0,297224.0,2019,8,护肤品,隔离霜
14666,D25639,2019-09-10,S15501,东区,安徽,亳州市,X038,194,102.0,19788.0,2019,9,护肤品,面霜
14667,D33423,2019-04-06,S21846,北区,辽宁,丹东市,X009,609,92.0,56028.0,2019,4,护肤品,面膜
14668,D32633,2019-08-07,S15026,南区,广东,深圳市,X001,167,121.0,20207.0,2019,8,护肤品,面膜
14669,D26417,2019-02-10,S14319,北区,山东,临沂市,X015,1308,151.0,197508.0,2019,2,护肤品,面膜
14670,D25331,2019-04-27,S15901,南区,广西,贵港市,X070,1855,242.0,448910.0,2019,4,护肤品,防晒霜
14671,D23746,2019-07-28,S21166,南区,广东,东莞市,X031,467,86.0,40162.0,2019,7,护肤品,面霜
14672,D23034,2019-04-29,S23038,北区,山东,济南市,X090,576,197.0,113472.0,2019,4,彩妆,粉底
14673,D23141,2019-05-01,S22887,南区,江西,九江市,X091,276,214.0,59064.0,2019,5,彩妆,粉底
14674,D24820,2019-06-28,S12763,东区,湖北,襄阳市,X062,303,239.0,72417.0,2019,6,护肤品,隔离霜
14675,D32785,2019-05-10,S15710,西区,贵州,贵阳市,X002,386,141.0,54426.0,2019,5,护肤品,面膜
14676,D24285,2019-09-04,S19231,北区,山东,淄博市,X014,1478,86.0,127108.0,2019,9,护肤品,面膜
14677,D27142,2019-04-03,S15066,西区,四川,南充市,X070,1248,242.0,302016.0,2019,4,护肤品,防晒霜
14678,D25360,2019-05-04,S12158,东区,浙江,温州市,X042,10,159.0,1590.0,2019,5,护肤品,洁面乳
14679,D33596,2019-08-25,S20004,南区,福建,福州市,X062,1311,239.0,313329.0,2019,8,护肤品,隔离霜
14680,D30210,2019-07-13,S21964,南区,广东,江门市,X014,1332,86.0,114552.0,2019,7,护肤品,面膜
14681,D21733,2019-09-19,S22502,南区,福建,三明市,X020,405,100.0,40500.0,2019,9,护肤品,眼霜
14682,D22062,2019-01-18,S14506,北区,河北,秦皇岛市,X068,956,225.0,215100.0,2019,1,护肤品,防晒霜
14683,D21462,2019-06-03,S22773,东区,江苏,苏州市,X051,1068,203.0,216804.0,2019,6,护肤品,爽肤水
14684,D26689,2019-03-03,S18224,南区,广东,深圳市,X024,1023,235.0,240405.0,2019,3,护肤品,眼霜
14685,D30996,2019-07-05,S18132,西区,云南,西双版纳傣族自治州,X009,1058,92.0,97336.0,2019,7,护肤品,面膜
14686,D22320,2019-07-31,S10223,西区,四川,攀枝花市,X014,649,86.0,55814.0,2019,7,护肤品,面膜
14687,D26445,2019-06-01,S15410,东区,湖北,鄂州市,X040,365,142.0,51830.0,2019,6,护肤品,面霜
14688,D22136,2019-08-03,S17864,东区,浙江,温州市,X059,228,56.0,12768.0,2019,8,护肤品,隔离霜
14689,D23565,2019-08-22,S14115,东区,浙江,湖州市,X041,63,212.0,13356.0,2019,8,护肤品,洁面乳
14690,D31879,2019-03-04,S18573,东区,安徽,宣城市,X034,65,182.0,11830.0,2019,3,护肤品,面霜
14691,D34139,2019-01-12,S13234,东区,安徽,铜陵市,X014,1488,86.0,127968.0,2019,1,护肤品,面膜
14692,D32346,2019-09-23,S14926,北区,辽宁,大连市,X046,811,241.0,195451.0,2019,9,护肤品,洁面乳
